Geolocation,Industry Description,Metric,2013,2015,2017,ADM1_CODE
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),Motion picture video and television programme post-production activities,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for finance accounting and auditing,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for internal or external recruitment,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for making on-line payments to government corporations,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for obtaining information from government organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for obtaining information from other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for sending or receiving e-mails,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments which used the internet for staff training,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with Social Media Account,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with computers and communication equipment,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with e-commerce via network channels other than the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with e-commerce via the internet,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with extranet,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with internet access,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with intranet,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with web presence,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with wide area network,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with wired local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Establishments with wireless local area network,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Number of employees,,,,PH090000000
Region IX (Zamboanga Peninsula),On-line employment placement agencies,Number of establishments,,,,PH090000000
Region IX (Zamboanga Peninsula),Other back office operations activities n.e.c,Employees using computer routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Other back office operations activities n.e.c,Employees using computer with internet connection routinely at work,,,,PH090000000
Region IX (Zamboanga Peninsula),Other back office operations activities n.e.c,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH090000000
Region IX (Zamboanga Peninsula),Other back office operations activities n.e.c,Establishments which used the internet for downloading or requesting government forms,,,,PH090000000
